metric,unit,phase,part,operator,repeat,reference_value,measured_value,resolution,engineering_tolerance
Surface Roughness Ra (um),um,After recipe lock,P09,OP_A,3,0.6426660742579773,0.64,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_B,1,0.6426660742579773,0.651,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_B,2,0.6426660742579773,0.648,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_B,3,0.6426660742579773,0.652,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_C,1,0.6426660742579773,0.643,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_C,2,0.6426660742579773,0.638,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P09,OP_C,3,0.6426660742579773,0.642,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_A,1,0.6960324031499288,0.6900000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_A,2,0.6960324031499288,0.6960000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_A,3,0.6960324031499288,0.6980000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_B,1,0.6960324031499288,0.7000000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_B,2,0.6960324031499288,0.7020000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_B,3,0.6960324031499288,0.7000000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_C,1,0.6960324031499288,0.6970000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_C,2,0.6960324031499288,0.7000000000000001,0.001,0.5
Surface Roughness Ra (um),um,After recipe lock,P10,OP_C,3,0.6960324031499288,0.6950000000000001,0.001,0.5
